Index;Title;HtmlCode
193;"Maria, tu che hai atteso (Preghiera a Maria)";"<p class=""nome-canto"">193 Maria, tu che hai atteso (Preghiera a Maria)</p><p class=""canto-testo"">1. Maria, tu che hai atteso nel silenzio,</br>la sua Parola per noi:</p><p class=""canto-ritornello"">aiutaci ad accogliere,</br>il Figlio tuo, che ora vive in noi.</p><p class=""canto-testo"">2. Maria, tu che sei stata così docile,</br>davanti al tuo Signor:</p><p class=""canto-ritornello"">aiutaci ad accogliere,</br>il Figlio tuo, che ora vive in noi.</p><p class=""canto-testo"">3. Maria, tu che hai portato dolcemente,</br>l'immenso dono d'amor:</p><p class=""canto-ritornello"">aiutaci ad accogliere,</br>il Figlio tuo, che ora vive in noi.</p><p class=""canto-testo"">4. Maria, madre umilmente tu hai sofferto,</br>del suo ingiusto dolor:</p><p class=""canto-ritornello"">aiutaci ad accogliere,</br>il Figlio tuo, che ora vive in noi.</p><p class=""canto-testo"">5. Maria, tu che ora vivi nella gloria,</br>insieme al tuo Signor:</p><p class=""canto-ritornello"">aiutaci ad accogliere,</br>il Figlio tuo, che ora vive in noi.</p>"
194;"Mi arrendo al tuo amore";"<p class=""nome-canto"">194 Mi arrendo al tuo amore</p><p class=""canto-testo"">1. Sotto la tua croce apro le mie braccia,</br>accolgo il tuo perdono, la tua misericordia.</br>Adoro nel silenzio il tuo splendore,</br>il volto tuo che libera il mio cuore.</p><p class=""canto-ritornello"">Mi arrendo al tuo amore Signore Gesù.</br>Non posso restare lontano da Te.</br>Mi arrendo al tuo amore Signore Gesù.</br>Alla tua presenza per sempre resterò.</p><p class=""canto-testo"">2. Ai piedi della croce visiti il mio cuore,</br>mi doni la tua pace, consoli la mia vita.</br>Contemplo la maestà della tua gloria,</br>Il sangue tuo che sana le ferite.</p><p class=""canto-ritornello"">Mi arrendo al tuo amore Signore Gesù.</br>Non posso restare lontano da Te.</br>Mi arrendo al tuo amore Signore Gesù.</br>Alla tua presenza per sempre resterò. (2 volte)</p>"
195;"Mira il tuo popolo";"<p class=""nome-canto"">195 Mira il tuo popolo</p><p class=""canto-testo"">1. Mira il tuo popolo, o bella signora,</br>che, pien di giubilo, oggi ti onora.</br>Anch'io, festevole, corro ai tuoi piè.</p><p class=""canto-ritornello"">O santa Vergine, prega per me.</br>O santa Vergine, prega per me.</p><p class=""canto-testo"">2. Il pietosissimo tuo dolce cuore,</br>egli è rifugio al peccatore.</br>Tesori e grazie racchiude in sé.</p><p class=""canto-ritornello"">O santa Vergine, prega per me.</br>O santa Vergine, prega per me.</p><p class=""canto-testo"">3. In questa misera valle infelice</br>tutti ti invocano, soccorritrice.</br>Questo bel titolo conviene a te.</p><p class=""canto-ritornello"">O santa Vergine, prega per me.</br>O santa Vergine, prega per me.</p><p class=""canto-testo"">4. Del vasto oceano propizia stella</br>ti vedo splendere sempre più bella.</br>Al porto guidami per tua mercé.</p><p class=""canto-ritornello"">O santa Vergine, prega per me.</br>O santa Vergine, prega per me.</p><p class=""canto-testo"">5. Pietosa mostrati coll'alma mia,</br>madre dei misteri, santa Maria.</br>Madre più tenera di te non v'è.</p><p class=""canto-ritornello"">O santa Vergine, prega per me.</br>O santa Vergine, prega per me.</p><p class=""canto-testo"">6. A me rivolgiti col dolce viso,</br>regina amabile del Paradiso.</br>Te potentissima l'Eterno fé.</p><p class=""canto-ritornello"">O santa Vergine, prega per me.</br>O santa Vergine, prega per me.</p><p class=""canto-testo"">7. Nel più terribile, estremo agone,</br>fammi tu vincere il rio dragone.</br>Propizio rendimi il sommo Re.</p><p class=""canto-ritornello"">O santa Vergine, prega per me.</br>O santa Vergine, prega per me.</p>"
196;"Mistero della cena";"<p class=""nome-canto"">196 Mistero della cena</p><p class=""canto-testo"">1. Mistero della cena è il corpo di Gesù.</br>Mistero della croce è il sangue di Gesù.</br>E questo pane e vino è Cristo in mezzo ai suoi:</br>Gesù risorto e vivo sarà sempre con noi.</p><p class=""canto-testo"">2. Mistero della Chiesa è il corpo di Gesù;</br>Mistero della pace è il sangue di Gesù.</br>Il pane che mangiamo fratelli ci farà:</br>intorno a questo altare l'amore crescerà.</p><p class=""canto-testo"">3. Mistero della cena è il corpo di Gesù.</br>Mistero della croce è il sangue di Gesù.</br>Il pane che spezziamo è Cristo in mezzo a noi.</br>Gesù risorto e vivo sarà sempre con noi.</p><p class=""canto-testo"">4. Mistero della Chiesa è il corpo di Gesù.</br>Mistero della pace è il sangue di Gesù.</br>Il calice di Cristo fratelli ci farà.</br>Intorno a questo altare rinasce l'unità. </p>"
197;"Monte di Sion";"<p class=""nome-canto"">197 Monte di Sion</p><p class=""canto-ritornello"">Grande è il Signore, merita lode,</br>nella città del nostro Dio.</br>Monte santo, cima stupenda,</br>tu sei la gioia della terra.</p><p class=""canto-testo"">1. Monte di Sion, cuore del settentrione,</br>è la città del grande re.</br>Nei suoi castelli Dio si è mostrato un rifugio.</br>Ecco che i prìncipi si sono riuniti,</br>sono avanzati tutti insieme.</br>E videro stupiti, fuggirono di spavento.</p><p class=""canto-ritornello"">Grande è il Signore, merita lode,</br>nella città del nostro Dio.</br>Monte santo, cima stupenda,</br>tu sei la gioia della terra.</p><p class=""canto-testo"">2. Uno sgomento li prendeva all'improvviso,</br>come le doglie di una donna.</br>O il vento dell'oriente che immense navi distrugge.</br>Quello che udimmo ora l'abbiamo veduto,</br>nella città del nostro Dio,</br>il Dio delle schiere nei secoli la protegge.</p><p class=""canto-ritornello"">Grande è il Signore, merita lode,</br>nella città del nostro Dio.</br>Monte santo, cima stupenda,</br>tu sei la gioia della terra.</p><p class=""canto-testo"">3. Signore, noi vediamo il tuo amore nel tuo tempio:</br>come il tuo nome la tua lode</br>raggiungerà, Signore, i confini dell'universo.</br>La tua mano è piena di giustizia,</br>il monte di Sion si rallegri.</br>Esulti al tuo disegno, ogni figlia di Giuda.</p><p class=""canto-ritornello"">Grande è il Signore, merita lode,</br>nella città del nostro Dio.</br>Monte santo, cima stupenda,</br>tu sei la gioia della terra.</p><p class=""canto-testo"">4. Venite al monte Sion, percorretelo attorno,</br>venite, contate le sue torri.</br>Guardate le sue mura, entrate nei suoi castelli.</br>Allora alle genti voi potrete raccontare:</br>questo è il Signore nostro Dio.</br>Nei secoli per sempre è Lui che ci guiderà.</p><p class=""canto-ritornello"">Grande è il Signore, merita lode,</br>nella città del nostro Dio.</br>Monte santo, cima stupenda,</br>tu sei la gioia della terra.</p>"
198;"Musica di festa";"<p class=""nome-canto"">198 Musica di festa</p><p class=""canto-testo"">1. Cantate al Signore un cantico nuovo,</br>splende la sua gloria.</br>Grande è la sua forza, grande la sua pace,</br>grande la sua santità.</p><p class=""canto-ritornello"">In tutta la terra, popoli del mondo,</br>gridate la sua fedeltà.</br>Musica di festa, musica di lode,</br>musica di libertà.</p><p class=""canto-testo"">2. Agli occhi del mondo ha manifestato</br>la sua salvezza.</br>Per questo si canti, per questo si danzi,</br>per questo si celebri!</p><p class=""canto-ritornello"">In tutta la terra, popoli del mondo,</br>gridate la sua fedeltà.</br>Musica di festa, musica di lode,</br>musica di libertà.</p><p class=""canto-testo"">3. Con l'arpa ed il corno, con timpani e flauti,</br>con tutta la voce!</br>Canti di dolcezza, canti di salvezza,</br>canti d'immortalità!</p><p class=""canto-ritornello"">In tutta la terra, popoli del mondo,</br>gridate la sua fedeltà.</br>Musica di festa, musica di lode,</br>musica di libertà.</p><p class=""canto-testo"">4. I fiumi ed i monti battono le mani</br>davanti al Signore.</br>La sua giustizia giudica la terra,</br>giudica le genti.</p><p class=""canto-ritornello"">In tutta la terra, popoli del mondo,</br>gridate la sua fedeltà.</br>Musica di festa, musica di lode,</br>musica di libertà.</p><p class=""canto-testo"">5. A Dio che ci salva, gloria in eterno!</br>Amen! Alleluia!*</br>Gloria a Dio Padre, gloria a Dio Figlio,</br>gloria a Dio Spirito.</p><p class=""canto-ritornello"">In tutta la terra, popoli del mondo,</br>gridate la sua fedeltà.</br>Musica di festa, musica di lode,</br>musica di libertà.</p><p class=""canto-testo""><em>*in Quaresima:</em> Amen! Gloria al Signor!</p>"
199;"Nei cieli un grido risuonò";"<p class=""nome-canto"">199 Nei cieli un grido risuonò</p><p class=""canto-testo"">1. Nei cieli un grido risuonò: alleluia!</br>Cristo Signore trionfò: alleluia!</p><p class=""canto-ritornello"">Alleluia! Alleluia! Alleluia!</p><p class=""canto-testo"">2. Morte di croce egli patì: alleluia!</br>Ora al suo cielo risalì: alleluia!</p><p class=""canto-ritornello"">Alleluia! Alleluia! Alleluia!</p><p class=""canto-testo"">3. Cristo ora è vivo in mezzo a noi: alleluia!</br>Noi risorgiamo insieme a Lui: alleluia!</p><p class=""canto-ritornello"">Alleluia! Alleluia! Alleluia!</p><p class=""canto-testo"">4. Tutta la terra acclamerà: alleluia!'</br>Tutto il tuo cielo griderà: alleluia!</p><p class=""canto-ritornello"">Alleluia! Alleluia! Alleluia!</p><p class=""canto-testo"">5. Gloria alla santa Trinità: alleluia!</br>Ora e per l'eternità: alleluia!</p><p class=""canto-ritornello"">Alleluia! Alleluia! Alleluia!</p>"
200;"Nel tuo silenzio";"<p class=""nome-canto"">200 Nel tuo silenzio</p><p class=""canto-testo"">1. Nel tuo silenzio accolgo il mistero</br>venuto a vivere dentro di me.</br>Sei Tu che vieni, o forse è più vero</br>che Tu mi accogli in Te, Gesù.</p><p class=""canto-testo"">2. Sorgente viva che nasce nel cuore</br>è questo dono che abita in me.</br>La tua presenza è un fuoco d'amore</br>che avvolge l'anima mia, Gesù.</p><p class=""canto-testo"">3. Ora il tuo Spirito in me dice: 'Padre',</br>non sono io a parlare, sei Tu.</br>Nell'infinito oceano di pace</br>Tu vivi in me, io in Te, Gesù.</p>"
201;"Noi canteremo gloria a Te";"<p class=""nome-canto"">201 Noi canteremo gloria a Te</p><p class=""canto-testo"">1. Noi canteremo gloria a Te,</br>Padre che dai la vita.</br>Dio d'immensa carità,</br>Trinità infinita.</p><p class=""canto-testo"">2. Tutto il creato vive in Te,</br>segno della tua gloria.</br>Tutta la storia ti darà</br>onore e vittoria.</p><p class=""canto-testo"">3. La tua parola venne a noi,</br>annuncio del tuo dono.</br>La tua promessa porterà</br>salvezza e perdono.</p><p class=""canto-testo"">4. Dio si è fatto come noi,</br>è nato da Maria.</br>Egli nel mondo ormai sarà</br>verità, vita e via.</p><p class=""canto-testo"">5. Cristo è apparso in mezzo a noi,</br>Dio ci ha visitato.</br>Tutta la terra adorerà</br>quel bimbo che ci è nato.</p><p class=""canto-testo"">6. Cristo il Padre rivelò,</br>per noi aprì il suo cielo.</br>Egli un giorno tornerà</br>glorioso, nel suo regno.</p><p class=""canto-testo"">7. Manda, Signore, in mezzo a noi,</br>manda il consolatore.</br>Lo Spirito di santità,</br>Spirito dell'amore.</p><p class=""canto-testo"">8. Vieni, Signore, in mezzo ai tuoi,</br>vieni nella tua casa.</br>Dona la pace e l'unità,</br>raduna la tua Chiesa.</p>"
202;"Noi crediamo in Te";"<p class=""nome-canto"">202 Noi crediamo in Te</p><p class=""canto-testo"">1. Noi crediamo in Te, o Signor.</br>Noi speriamo in Te, o Signor.</br>Noi amiamo Te, o Signor.</br>Tu ci ascolti, o Signor.</p><p class=""canto-testo"">2. Noi cerchiamo Te, o Signor.</br>Noi preghiamo Te, o Signor.</br>Noi cantiamo a Te, o Signor.</br>Tu ci ascolti, o Signor.</p><p class=""canto-testo"">3. Sei con noi, Signor, sei con noi.</br>Nella gioia Tu sei con noi.</br>Nel dolore Tu sei con noi.</br>Tu per sempre sei con noi.</p><p class=""canto-testo"">4. C'è chi prega, Signor: vieni a noi.</br>C'è chi soffre, Signor: vieni a noi.</br>C'è chi spera, Signor: vieni a noi.</br>O Signore, vieni a noi.</p>"
203;"Noi loderemo il Signore";"<p class=""nome-canto"">203 Noi loderemo il Signore</p><p class=""canto-ritornello"">Noi loderemo il Signore,</br>noi canteremo il suo nome,</br>proclameremo la sua gloria,</br>l'amore che nutre per noi. (2 volte)</p><p class=""canto-testo"">1. Grazie Signore per la gioia che dai,</br>le meraviglie che per noi Tu fai.</br>Con Te nel cuor paura più non c'è,</br>cammineremo nel tuo amore.</p><p class=""canto-ritornello"">Noi loderemo il Signore,</br>noi canteremo il suo nome,</br>proclameremo la sua gloria,</br>l'amore che nutre per noi. (2 volte)</p><p class=""canto-testo"">2. Grazie Signore per la forza che dai</br>e l'amore che per noi Tu hai.</br>Con Te nel cuor paura più non c'è,</br>cammineremo nel tuo nome.</p><p class=""canto-ritornello"">Noi loderemo il Signore,</br>noi canteremo il suo nome,</br>proclameremo la sua gloria,</br>l'amore che nutre per noi. (2 volte)</p>"
204;"Noi ti amiam";"<p class=""nome-canto"">204 Noi ti amiam</p><p class=""canto-testo"">1. Noi Ti amiam, Signor, noi t'adoriamo;</br>solo a Te chiediam il tuo amor.</p><p class=""canto-ritornello"">Sei Tu la luce, la nostra gioia:</br>noi ci prostriam, Signor, e ti adoriam.</p><p class=""canto-testo"">2. In Te speriam, Signor, in Te speriamo:</br>abbi pietà di noi, abbi pietà.</p><p class=""canto-ritornello"">Sei Tu la luce, la nostra gioia:</br>noi ci prostriam, Signor, e ti adoriam.</p><p class=""canto-testo"">3. Resta con noi, Signor, resta con noi;</br>dona il tuo pan del ciel, pegno d'amor.</p><p class=""canto-ritornello"">Sei Tu la luce, la nostra gioia:</br>noi ci prostriam, Signor, e ti adoriam.</p><p class=""canto-testo"">4. Tu scendi ancor dal ciel e vieni in noi,</br>e noi t'offriam, Signor, i nostri cuor.</p><p class=""canto-ritornello"">Sei Tu la luce, la nostra gioia:</br>noi ci prostriam, Signor, e ti adoriam.</p>"
205;"Noi veglieremo";"<p class=""nome-canto"">205 Noi veglieremo</p><p class=""canto-ritornello"">Nella notte, o Dio, noi veglieremo,</br>con le lampade, vestiti a festa.</br>Presto arriverai e sarà giorno.</p><p class=""canto-testo"">1. Rallegratevi in attesa del Signore:</br>improvvisa giungerà la sua voce.</br>Quando Lui verrà, sarete pronti</br>e vi chiamerà 'amici' per sempre.</p><p class=""canto-ritornello"">Nella notte, o Dio, noi veglieremo,</br>con le lampade, vestiti a festa.</br>Presto arriverai e sarà giorno.</p><p class=""canto-testo"">2. Raccogliete per il giorno della vita,</br>dove tutto sarà giovane in eterno.</br>Quando Lui verrà, sarete pronti,</br>e vi chiamerà 'amici' per sempre.</p><p class=""canto-ritornello"">Nella notte, o Dio, noi veglieremo,</br>con le lampade, vestiti a festa.</br>Presto arriverai e sarà giorno.</p>"
206;"Nome dolcissimo";"<p class=""nome-canto"">206 Nome dolcissimo</p><p class=""canto-testo"">1. Nome dolcissimo, nome d'amore,</br>tu sei rifugio al peccatore.</p><p class=""canto-ritornello"">Tra i cori angelici è l'armonia,</br>ave, Maria! Ave, Maria! (2 volte)</p><p class=""canto-testo"">2. Nel casto fremito di squille a sera,</br>le stelle penetri la mia preghiera.</p><p class=""canto-ritornello"">Tra i cori angelici è l'armonia,</br>ave, Maria! Ave, Maria! (2 volte)</p><p class=""canto-testo"">3. In cima all'ardue vette dei monti,</br>sopra l'oceano, in riva ai fonti.</p><p class=""canto-ritornello"">Tra i cori angelici è l'armonia,</br>ave, Maria! Ave, Maria! (2 volte)</p><p class=""canto-testo"">4. Sotto il tuo manto, o Madre mia,</br>pura trascorra la vita mia.</p><p class=""canto-ritornello"">Tra i cori angelici è l'armonia,</br>ave, Maria! Ave, Maria! (2 volte)</p>"
207;"Non temere";"<p class=""nome-canto"">207 Non temere</p><p class=""canto-testo"">1. Non temere Maria, perché hai trovato grazia</br>presso il tuo Signore che si dona a te.</p><p class=""canto-ritornello"">Apri il cuore, non temere,</br>Egli sarà con te.</p><p class=""canto-testo"">2. Non temere Abramo, la tua debolezza.</br>Padre di un nuovo popolo, nella fede sarai.</p><p class=""canto-ritornello"">Apri il cuore, non temere,</br>Egli sarà con te.</p><p class=""canto-testo"">3. Non temere Mosè, se tu non sai parlare</br>perché la voce del Signore parlerà per te.</p><p class=""canto-ritornello"">Apri il cuore, non temere,</br>Egli sarà con te.</p><p class=""canto-testo"">4. Non temere Giuseppe di prendere Maria</br>perché in lei Dio compirà il mistero d'amore.</p><p class=""canto-ritornello"">Apri il cuore, non temere,</br>Egli sarà con te.</p><p class=""canto-testo"">5. Pietro no, non temere, se il Signore ha scelto</br>la tua fede povera, per convincere il mondo.</p><p class=""canto-ritornello"">Apri il cuore, non temere,</br>Egli sarà con te.</p>"
208;"Nostra gloria è la croce";"<p class=""nome-canto"">208 Nostra gloria è la croce</p><p class=""canto-ritornello"">Nostra gloria è la croce di Cristo,</br>in lei la vittoria!</br>Il Signore è la nostra salvezza,</br>la vita, la risurrezione.</p><p class=""canto-testo"">1. Non c'è amore più grande</br>di chi dona la sua vita.</br>O croce tu doni la vita</br>e splendi di gloria immortale.</p><p class=""canto-ritornello"">Nostra gloria è la croce di Cristo,</br>in lei la vittoria!</br>Il Signore è la nostra salvezza,</br>la vita, la risurrezione.</p><p class=""canto-testo"">2. O albero della vita</br>che ti innalzi come vessillo,</br>tu guidaci verso la meta,</br>o segno potente di grazia.</p><p class=""canto-ritornello"">Nostra gloria è la croce di Cristo,</br>in lei la vittoria!</br>Il Signore è la nostra salvezza,</br>la vita, la risurrezione.</p><p class=""canto-testo"">3. Tu insegni ogni sapienza</br>e confondi ogni stoltezza;</br>in te contempliamo l'amore,</br>da te riceviamo la vita.</p><p class=""canto-ritornello"">Nostra gloria è la croce di Cristo,</br>in lei la vittoria!</br>Il Signore è la nostra salvezza,</br>la vita, la risurrezione.</p>"
